p_0_x,p_0_y,p_0_z,p_1_x,p_1_y,p_1_z,p_2_x,p_2_y,p_2_z,p_3_x,p_3_y,p_3_z,p_4_x,p_4_y,p_4_z,p_5_x,p_5_y,p_5_z,p_6_x,p_6_y,p_6_z,p_7_x,p_7_y,p_7_z,p_8_x,p_8_y,p_8_z,p_9_x,p_9_y,p_9_z,p_10_x,p_10_y,p_10_z,p_11_x,p_11_y,p_11_z,p_12_x,p_12_y,p_12_z,p_13_x,p_13_y,p_13_z,p_14_x,p_14_y,p_14_z,p_15_x,p_15_y,p_15_z,p_16_x,p_16_y,p_16_z,p_17_x,p_17_y,p_17_z,p_18_x,p_18_y,p_18_z,p_19_x,p_19_y,p_19_z,p_20_x,p_20_y,p_20_z,label
0.0,0.0,0.0,-0.0703575015068054,-0.0438189506530761,-0.0278051601205646,-0.1079964935779571,-0.1543536186218261,-0.0407157422457515,-0.063125193119049,-0.2313904762268066,-0.0559751199041187,0.0011457800865173,-0.2360607385635376,-0.0690989860747635,-0.0985036492347717,-0.2930856943130493,-0.0079080065195142,-0.1190095245838165,-0.3923171162605285,-0.0407896110270797,-0.1205038428306579,-0.4212975800037384,-0.0709069365118324,-0.1096435189247131,-0.3996053338050842,-0.0892206796859085,-0.0475369095802307,-0.3118227422237396,-0.0124582390715062,-0.0614636540412902,-0.4325902462005615,-0.0457421050821125,-0.067625343799591,-0.4541186839342117,-0.074551991507846,-0.0622605681419372,-0.4150086641311645,-0.0896890976880371,0.0003164410591125,-0.300001859664917,-0.0227791977529108,-0.0027052164077758,-0.4174593687057495,-0.0493882627640545,-0.0105620622634887,-0.4180384278297424,-0.0656354421232521,-0.0104581713676452,-0.3665788173675537,-0.0714946755622207,0.0499097108840942,-0.2694824934005737,-0.0372581215058147,0.0542325377464294,-0.3552858829498291,-0.0612238937471687,0.050834834575653,-0.3683356344699859,-0.0742241436098396,0.049597680568695,-0.337054431438446,-0.0791687214229881,E
-0.0,0.0,0.0,0.0703575015068054,-0.0438189506530761,-0.0278051601205646,0.1079964935779571,-0.1543536186218261,-0.0407157422457515,0.063125193119049,-0.2313904762268066,-0.0559751199041187,-0.0011457800865173,-0.2360607385635376,-0.0690989860747635,0.0985036492347717,-0.2930856943130493,-0.0079080065195142,0.1190095245838165,-0.3923171162605285,-0.0407896110270797,0.1205038428306579,-0.4212975800037384,-0.0709069365118324,0.1096435189247131,-0.3996053338050842,-0.0892206796859085,0.0475369095802307,-0.3118227422237396,-0.0124582390715062,0.0614636540412902,-0.4325902462005615,-0.0457421050821125,0.067625343799591,-0.4541186839342117,-0.074551991507846,0.0622605681419372,-0.4150086641311645,-0.0896890976880371,-0.0003164410591125,-0.300001859664917,-0.0227791977529108,0.0027052164077758,-0.4174593687057495,-0.0493882627640545,0.0105620622634887,-0.4180384278297424,-0.0656354421232521,0.0104581713676452,-0.3665788173675537,-0.0714946755622207,-0.0499097108840942,-0.2694824934005737,-0.0372581215058147,-0.0542325377464294,-0.3552858829498291,-0.0612238937471687,-0.050834834575653,-0.3683356344699859,-0.0742241436098396,-0.049597680568695,-0.337054431438446,-0.0791687214229881,E
0.0,0.0,0.0,-0.07192063331604,-0.0426346063613891,-0.0295192620001714,-0.1093163192272186,-0.1578832268714904,-0.0419070387475173,-0.0621169805526733,-0.2367435693740844,-0.0565169679217021,0.0038337111473083,-0.2398284077644348,-0.0685269238643329,-0.1007617712020874,-0.2948584854602813,-0.0065473725303988,-0.1197203993797302,-0.3973748683929443,-0.0407576153270881,-0.1208959519863128,-0.4235545992851257,-0.071751229672877,-0.1097918152809143,-0.3963606357574463,-0.0902192296676318,-0.0489948987960815,-0.3137708008289337,-0.0105519259564559,-0.0625078678131103,-0.4391025900840759,-0.0462677257351558,-0.0682528018951416,-0.4536598324775696,-0.076234929471461,-0.062210202217102,-0.4058663845062256,-0.090923458545653,-0.0007347464561462,-0.3026057779788971,-0.0207855442754905,-0.0033627152442932,-0.4258651733398437,-0.0487899447076003,-0.0115666389465332,-0.4220536947250366,-0.0652135091118495,-0.0110647678375244,-0.3671073913574219,-0.0705195220403354,0.0499894022941589,-0.2728830873966217,-0.0354341680400054,0.0546525716781616,-0.3596989214420318,-0.0605513381056468,0.0514484643936157,-0.3681463301181793,-0.0740081297449748,0.0510060787200927,-0.3326011598110199,-0.0788688661746661,E
-0.0,0.0,0.0,0.07192063331604,-0.0426346063613891,-0.0295192620001714,0.1093163192272186,-0.1578832268714904,-0.0419070387475173,0.0621169805526733,-0.2367435693740844,-0.0565169679217021,-0.0038337111473083,-0.2398284077644348,-0.0685269238643329,0.1007617712020874,-0.2948584854602813,-0.0065473725303988,0.1197203993797302,-0.3973748683929443,-0.0407576153270881,0.1208959519863128,-0.4235545992851257,-0.071751229672877,0.1097918152809143,-0.3963606357574463,-0.0902192296676318,0.0489948987960815,-0.3137708008289337,-0.0105519259564559,0.0625078678131103,-0.4391025900840759,-0.0462677257351558,0.0682528018951416,-0.4536598324775696,-0.076234929471461,0.062210202217102,-0.4058663845062256,-0.090923458545653,0.0007347464561462,-0.3026057779788971,-0.0207855442754905,0.0033627152442932,-0.4258651733398437,-0.0487899447076003,0.0115666389465332,-0.4220536947250366,-0.0652135091118495,0.0110647678375244,-0.3671073913574219,-0.0705195220403354,-0.0499894022941589,-0.2728830873966217,-0.0354341680400054,-0.0546525716781616,-0.3596989214420318,-0.0605513381056468,-0.0514484643936157,-0.3681463301181793,-0.0740081297449748,-0.0510060787200927,-0.3326011598110199,-0.0788688661746661,E
0.0,0.0,0.0,-0.0719966888427734,-0.0442125797271728,-0.0285166640545142,-0.1123072803020477,-0.1527415513992309,-0.0429809883947385,-0.0685978531837463,-0.2319995164871215,-0.0600426764006627,-0.001895248889923,-0.2418783605098724,-0.0747846447641862,-0.1005885004997253,-0.3020704686641693,-0.0073620084452343,-0.1210802495479583,-0.4054948687553406,-0.0416881189460767,-0.1227530837059021,-0.4336476325988769,-0.0733038418705476,-0.1120872795581817,-0.4101101756095886,-0.0923715614492906,-0.0497471690177917,-0.3204226791858673,-0.0124101423437608,-0.0652517676353454,-0.4442247450351715,-0.0466406390781415,-0.070922315120697,-0.4660113751888275,-0.0768264763767732,-0.0646902322769165,-0.4263810515403747,-0.09280791215253,-0.0010983347892761,-0.3085995018482208,-0.0234386035020364,-0.0047165155410766,-0.4299466013908386,-0.0516581021959794,-0.0119847655296325,-0.4297492504119873,-0.0692235090549004,-0.0112829208374023,-0.3762648105621338,-0.0756027483160508,0.050225555896759,-0.2771704792976379,-0.0386227638239873,0.0547646880149841,-0.365005612373352,-0.0636778705532563,0.0517795085906982,-0.3794272541999817,-0.077202857356788,0.0505948066711425,-0.3491900563240051,-0.0822203018481744,E
-0.0,0.0,0.0,0.0719966888427734,-0.0442125797271728,-0.0285166640545142,0.1123072803020477,-0.1527415513992309,-0.0429809883947385,0.0685978531837463,-0.2319995164871215,-0.0600426764006627,0.001895248889923,-0.2418783605098724,-0.0747846447641862,0.1005885004997253,-0.3020704686641693,-0.0073620084452343,0.1210802495479583,-0.4054948687553406,-0.0416881189460767,0.1227530837059021,-0.4336476325988769,-0.0733038418705476,0.1120872795581817,-0.4101101756095886,-0.0923715614492906,0.0497471690177917,-0.3204226791858673,-0.0124101423437608,0.0652517676353454,-0.4442247450351715,-0.0466406390781415,0.070922315120697,-0.4660113751888275,-0.0768264763767732,0.0646902322769165,-0.4263810515403747,-0.09280791215253,0.0010983347892761,-0.3085995018482208,-0.0234386035020364,0.0047165155410766,-0.4299466013908386,-0.0516581021959794,0.0119847655296325,-0.4297492504119873,-0.0692235090549004,0.0112829208374023,-0.3762648105621338,-0.0756027483160508,-0.050225555896759,-0.2771704792976379,-0.0386227638239873,-0.0547646880149841,-0.365005612373352,-0.0636778705532563,-0.0517795085906982,-0.3794272541999817,-0.077202857356788,-0.0505948066711425,-0.3491900563240051,-0.0822203018481744,E
0.0,0.0,0.0,-0.0735023617744445,-0.0428788661956787,-0.0288728785816658,-0.1148954033851623,-0.154453158378601,-0.0429837380651463,-0.0682308673858642,-0.2358353734016418,-0.0596009318832386,-0.0005825161933898,-0.246992826461792,-0.0739235480431546,-0.1027517616748809,-0.3031001389026642,-0.0069353425059546,-0.121616244316101,-0.4114165008068084,-0.0420536746386517,-0.1248425543308258,-0.4361376166343689,-0.0737218831781376,-0.1157413721084594,-0.4076094925403595,-0.0923437376622189,-0.0502642393112182,-0.3217175006866455,-0.0119299314100373,-0.063982605934143,-0.4522619247436523,-0.047042922407769,-0.0714125633239746,-0.469347596168518,-0.0764273231033314,-0.0665335059165954,-0.4235030710697174,-0.0909293119911183,-0.0002990365028381,-0.3101514279842376,-0.0232415900681246,-0.0038883686065673,-0.4369779825210571,-0.0519842182401646,-0.0121972560882568,-0.4367883801460266,-0.0693493758443821,-0.0117563009262084,-0.3843618631362915,-0.0753614951971997,0.0518926382064819,-0.2781897485256195,-0.0386719417873848,0.0555899739265441,-0.3694643676280975,-0.0641332616213787,0.0520920157432556,-0.3802075386047363,-0.077019696414851,0.0513501167297363,-0.3470754027366638,-0.081510623276614,E
-0.0,0.0,0.0,0.0735023617744445,-0.0428788661956787,-0.0288728785816658,0.1148954033851623,-0.154453158378601,-0.0429837380651463,0.0682308673858642,-0.2358353734016418,-0.0596009318832386,0.0005825161933898,-0.246992826461792,-0.0739235480431546,0.1027517616748809,-0.3031001389026642,-0.0069353425059546,0.121616244316101,-0.4114165008068084,-0.0420536746386517,0.1248425543308258,-0.4361376166343689,-0.0737218831781376,0.1157413721084594,-0.4076094925403595,-0.0923437376622189,0.0502642393112182,-0.3217175006866455,-0.0119299314100373,0.063982605934143,-0.4522619247436523,-0.047042922407769,0.0714125633239746,-0.469347596168518,-0.0764273231033314,0.0665335059165954,-0.4235030710697174,-0.0909293119911183,0.0002990365028381,-0.3101514279842376,-0.0232415900681246,0.0038883686065673,-0.4369779825210571,-0.0519842182401646,0.0121972560882568,-0.4367883801460266,-0.0693493758443821,0.0117563009262084,-0.3843618631362915,-0.0753614951971997,-0.0518926382064819,-0.2781897485256195,-0.0386719417873848,-0.0555899739265441,-0.3694643676280975,-0.0641332616213787,-0.0520920157432556,-0.3802075386047363,-0.077019696414851,-0.0513501167297363,-0.3470754027366638,-0.081510623276614,E
0.0,0.0,0.0,-0.0739420652389526,-0.0508250594139099,-0.0276779039870262,-0.1124611496925354,-0.1600018143653869,-0.0427202276061535,-0.0665735006332397,-0.2374151647090912,-0.0607586569260121,-0.0008642077445983,-0.2492589354515075,-0.0774693033765316,-0.1017076969146728,-0.3048213124275207,-0.0084420108343721,-0.1229382753372192,-0.4082084894180298,-0.0425559348534108,-0.1277929246425628,-0.4439614713191986,-0.0738241217206479,-0.1194988489151001,-0.4327260255813598,-0.0928551620911122,-0.0493609309196472,-0.3242203593254089,-0.0151191438655615,-0.0616392493247985,-0.4509506225585937,-0.0493983953367234,-0.0705824494361877,-0.4807447046041488,-0.0784948906968594,-0.0673651695251464,-0.4488406777381897,-0.093458696372366,0.0021914839744567,-0.3138093054294586,-0.0277798186163664,-0.0006853938102722,-0.436920166015625,-0.0571696340213776,-0.0095314383506774,-0.4443719983100891,-0.0763697168897152,-0.009948194026947,-0.3972792625427246,-0.0835579401920796,0.0554780960083007,-0.2822496592998504,-0.0443382254909039,0.0614527463912963,-0.3759137094020843,-0.069515078432417,0.0559624433517456,-0.3945585489273071,-0.0822616956304074,0.0530956983566284,-0.3665677309036255,-0.0868526688884259,E
-0.0,0.0,0.0,0.0739420652389526,-0.0508250594139099,-0.0276779039870262,0.1124611496925354,-0.1600018143653869,-0.0427202276061535,0.0665735006332397,-0.2374151647090912,-0.0607586569260121,0.0008642077445983,-0.2492589354515075,-0.0774693033765316,0.1017076969146728,-0.3048213124275207,-0.0084420108343721,0.1229382753372192,-0.4082084894180298,-0.0425559348534108,0.1277929246425628,-0.4439614713191986,-0.0738241217206479,0.1194988489151001,-0.4327260255813598,-0.0928551620911122,0.0493609309196472,-0.3242203593254089,-0.0151191438655615,0.0616392493247985,-0.4509506225585937,-0.0493983953367234,0.0705824494361877,-0.4807447046041488,-0.0784948906968594,0.0673651695251464,-0.4488406777381897,-0.093458696372366,-0.0021914839744567,-0.3138093054294586,-0.0277798186163664,0.0006853938102722,-0.436920166015625,-0.0571696340213776,0.0095314383506774,-0.4443719983100891,-0.0763697168897152,0.009948194026947,-0.3972792625427246,-0.0835579401920796,-0.0554780960083007,-0.2822496592998504,-0.0443382254909039,-0.0614527463912963,-0.3759137094020843,-0.069515078432417,-0.0559624433517456,-0.3945585489273071,-0.0822616956304074,-0.0530956983566284,-0.3665677309036255,-0.0868526688884259,E
